<ID> ,ratio[0]                ,ratio[1]                ,ratio[2]                ,ratio[3]                ,ratio[4]                ,ratio[5]                ,ratio[6]                ,ratio[7]                ,ratio[8]                ,ratio[9]                ,ratio[10]               ,ratio[11]               ,ratio[12]               ,ratio[13]               ,ratio[14]               ,ratio[15]               ,Cx,CY,CZ,CMx,CMY,CMZ
378,-0.109299847,-0.085639394,-0.189005848,-0.195713137,0.033987927,-0.088890095,-0.00239367,-0.071602571,-0.097326795,0.013542206,-0.06077841,-0.015483403,-0.02291311,0.008144517,-0.018580959,5.454334587,0.018514157,0.082157517,-0.025284592,-0.015637142,0.019775549,0.056192643
379,0.035091812,-0.059478055,-0.035129048,-0.176663786,-0.103486779,-0.031556425,-0.062708063,0.009679246,-0.115083985,-0.068327206,0.016050563,-0.013638182,-0.041720193,-0.023428923,0.017478051,10.95175681,0.017094738,0.075864558,-0.024854554,-0.012588633,0.019139003,0.050994759
380,-0.190619768,-0.139829607,-0.122031382,-0.057729302,-0.10052533,-0.187948291,-0.065908739,0.005529509,-0.099613094,-0.055408798,-0.009220406,0.003765834,0.010552636,-0.057788451,-0.015094074,16.18348949,0.015508643,0.068600235,-0.023248749,-0.010794273,0.016683964,0.044541916
381,-0.181976744,-0.179690646,-0.197841426,-0.106098386,-0.051836636,0.030922077,0.003909673,-0.086305437,-0.097000792,-0.043953501,-0.001466703,0.006576365,-0.032322827,-0.04219458,-0.001038425,6.230363903,0.017734893,0.078570974,-0.025054669,-0.014665748,0.019283785,0.053016568
382,-0.047251704,-0.10329674,-0.158733,0.029388433,-0.087269137,0.030609413,-0.014414709,0.018179149,-0.07444733,0.01396005,-0.016370231,-0.001374285,-0.017744478,-0.02762133,-0.031851118,3.411827018,0.018441246,0.087029327,-0.025182273,-0.017048518,0.02017296,0.06087921
383,-0.14033788,-0.145911519,0.021155554,-0.103373588,-0.058961066,-0.129529524,-0.11604866,-0.014889729,-0.11578665,-0.042630148,-0.026819486,-0.034432953,0.018200111,-0.037550042,0.014293421,14.7001235,0.01581764,0.070648928,-0.023542259,-0.011117653,0.017310482,0.046721624
384,-0.16817868,-0.115674169,-0.171681078,-0.042799162,-0.089214694,-0.146841216,-0.043196786,-0.028601025,-0.049335351,-0.023917217,-0.029905964,-0.035795599,0.000475433,-0.004023378,-0.040197375,16.80556404,0.015254687,0.069041993,-0.022998573,-0.010896079,0.016610771,0.045021437
385,0.010968547,-0.150801729,-0.062637449,-0.02188667,-0.162406261,-0.140913018,-0.074514932,-0.034007659,-0.111344884,-0.053810479,-0.034379755,-0.062323889,-0.032653968,-0.016492677,0.016850811,11.32161933,0.017839373,0.077755815,-0.025713676,-0.013197483,0.019279873,0.051476836
386,-0.113286649,-0.082597588,-0.053214958,-0.147858762,-0.174306237,-0.105471136,0.003406111,-0.013878051,-0.035252768,-0.075923233,-0.075693748,-0.066522913,-0.010880334,-0.015455049,-0.034473083,14.02911271,0.015930897,0.071046608,-0.023347597,-0.011464385,0.017204634,0.046540584
387,-0.129435557,0.024917493,-0.146367934,0.012368381,-0.182917593,-0.139152938,-0.030379729,0.002602971,-0.083624389,-0.060080036,0.00323003,-0.025502797,0.006092251,0.011181609,-0.046273368,10.94462934,0.017348218,0.077893489,-0.024404441,-0.013550315,0.018643547,0.052615507
388,0.008678041,-0.000483765,-0.03263851,-0.066544191,-0.188715268,-0.090566468,-0.113679462,-0.113345499,-0.010595939,-0.054668135,-0.03298704,-0.028606368,-0.042511801,0.007817495,-0.027209225,13.05229263,0.017087635,0.074635485,-0.024199844,-0.011856793,0.01815436,0.049218675
389,-0.130930136,-0.034899199,-0.10721176,-0.096851235,-0.177840191,-0.196849392,-0.090118039,0.015437714,-0.01795649,-0.033591495,0.001902849,-0.028467118,-0.002182869,0.018755808,-0.04584636,9.943306485,0.017280595,0.076471597,-0.023635534,-0.013437046,0.017714898,0.05118293
390,-0.012396302,0.022244086,-0.066883076,-0.154407271,-0.158984125,-0.10139532,-0.118285319,-0.037703315,-0.095107099,0.005411215,-0.036417951,-0.072247323,0.019847575,-0.059120719,-0.002803038,18.97603871,0.015578011,0.068363236,-0.022596021,-0.00991768,0.016500668,0.044268524
391,-0.145442889,-0.091159815,-0.07704272,-0.072988444,-0.068246345,-0.157700746,-0.018391473,-0.067633347,-0.026729865,-0.044719263,-0.017800574,0.018353986,-0.000108585,-0.032246772,-0.059459769,11.40679351,0.01633806,0.074745052,-0.023957985,-0.012775046,0.017959324,0.050105243
392,-0.004603025,-0.096197273,-0.15512503,-0.031503235,-0.193346461,-0.128030173,-0.063888757,-0.118893429,-0.104724263,-0.030592605,-0.037210749,0.018638154,0.013370796,-0.019387328,-0.004455101,2.166177684,0.021019719,0.089281166,-0.027352216,-0.017884447,0.02144257,0.060519666
393,-0.197047538,-0.173759377,-0.007532555,0.041765906,-0.023231928,0.04864046,-0.084288093,-0.006853725,-0.068462888,-0.049658092,-0.005093492,-0.067996047,-0.052603393,-0.01991431,0.010950161,3.371654499,0.019203776,0.08408172,-0.026051637,-0.015982261,0.021238524,0.058646763
394,-0.1770336,-0.098564967,-0.119904186,-0.121659332,0.030313504,-0.193964234,0.015647008,-0.105296331,-0.066915875,-0.021267039,-0.055930737,-0.032340559,-0.020542905,0.01894492,-0.04218024,2.580451992,0.020055033,0.086086549,-0.026139559,-0.017075154,0.020876038,0.059221806
395,-0.002162742,0.021296345,-0.197344402,-0.153355154,0.012354185,-0.080312266,-0.082186589,0.019031177,-0.072541415,0.01963908,0.007857132,0.007406622,-0.042079637,-0.055197281,-0.057474276,17.67260512,0.015671562,0.070402783,-0.023975032,-0.01059349,0.017845913,0.046877814
396,-0.133804374,-0.102113017,-0.08625921,-0.061831231,-0.174623667,-0.118861543,-0.035642961,-0.090151467,0.009472078,0.019279942,-0.016932425,-0.052373687,-0.007212541,-0.023981305,-0.044590082,16.4381885,0.015562547,0.069708976,-0.022965517,-0.011097905,0.016676604,0.045588897
397,-0.047924216,-0.186340629,-0.122893163,0.043391107,-0.06664435,-0.035828398,-0.002508578,-0.105543928,-0.110889829,0.016252976,-0.008638377,0.001729415,-0.055768528,-0.003656036,-0.015585075,1.330890647,0.020137136,0.089717692,-0.026898768,-0.018087582,0.02159131,0.062182011
398,-0.012787674,-0.039812969,0.007650626,-0.048721323,-0.050688007,-0.085846272,-0.042008417,-0.002701665,-0.065860369,-0.055063785,-0.031417965,-0.045960756,-0.031094145,0.0191135,-0.039129103,9.672799985,0.0172521,0.079870154,-0.025099833,-0.01368683,0.019655424,0.054881357
399,-0.147479927,-0.141717707,-0.138783721,-0.150459038,-0.001216602,-0.136941419,-0.053407505,-0.057246603,-0.08932805,-0.069771604,-0.04516797,-0.065546535,-0.039933075,-0.040845319,-0.029014145,5.205989143,0.019217694,0.080339662,-0.026177323,-0.015023787,0.020441029,0.053947519
