<ID>,dv_0,dv_1,dv_2,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15, Cx , CY , CZ , CMx , CMY , CMZ 
254,-1.96E-01,-1.80E-02,-1.32E-01,-1.00E-01,4.20E-02,-7.59E-02,-3.64E-02,-5.99E-02,-1.66E-02,6.23E-03,-2.87E-03,-2.25E-02,-2.34E-02,-2.46E-02,-5.25E-02,-3.14E+01,0.061351,0.438758,-0.002797,-0.11086,0.008501,0.271635
255,-6.60E-02,-5.44E-02,-8.48E-02,-1.99E-01,1.92E-02,1.16E-02,-3.14E-02,-4.91E-02,-3.83E-04,5.99E-03,-5.10E-02,-5.47E-02,1.03E-02,1.32E-02,-2.77E-02,-2.39E+01,0.06056,0.43034,-0.00847,-0.104676,0.012456,0.272182
256,-5.04E-02,-7.65E-02,-1.27E-01,-1.31E-01,-1.42E-02,4.56E-02,-2.61E-02,-3.63E-02,-7.94E-02,7.86E-03,-6.02E-02,-6.14E-02,-4.97E-02,-3.93E-02,-5.07E-02,-2.02E+01,0.059054,0.367056,-0.004464,-0.083075,0.008713,0.221608
257,1.62E-02,1.72E-02,-1.95E-01,-2.64E-02,-1.83E-02,-1.38E-01,-1.07E-01,-3.81E-02,-1.12E-01,1.26E-02,1.08E-03,3.10E-03,1.94E-02,-5.74E-02,-2.59E-02,-3.48E+01,0.059715,0.414607,0.004704,-0.109791,0.000134,0.243131
258,-1.19E-01,-1.63E-01,4.47E-04,4.95E-02,-7.32E-02,-8.50E-02,-1.11E-01,-7.31E-02,-1.12E-01,-7.07E-02,-7.05E-02,-5.34E-02,-1.57E-02,-8.35E-04,-3.11E-02,-4.92E+01,0.06514,0.399466,0.009605,-0.105195,0.00095,0.224864
259,-7.70E-02,3.09E-02,-4.19E-02,-1.23E-01,-1.40E-03,4.40E-02,-9.90E-04,-5.47E-02,-4.80E-02,-2.10E-02,-6.71E-02,-2.11E-02,-1.25E-02,-2.68E-02,1.45E-02,-2.16E+01,0.061252,0.429916,-0.010395,-0.104683,0.013926,0.273417
260,-1.78E-01,-6.17E-02,3.75E-02,-1.64E-01,2.81E-02,-1.34E-01,-7.16E-02,-1.10E-01,-1.62E-02,-2.80E-02,-3.90E-02,1.93E-02,-2.87E-02,-2.37E-02,-4.93E-02,-4.83E+01,0.065799,0.489708,0.001429,-0.133793,0.007804,0.298218
261,-1.66E-01,-9.80E-02,1.38E-02,1.81E-02,-2.11E-02,-1.55E-01,-3.85E-02,8.99E-03,-5.95E-02,-3.39E-02,-6.36E-02,1.60E-02,-1.66E-02,3.69E-04,1.98E-02,-2.04E+01,0.060205,0.4273,-0.005813,-0.107808,0.009772,0.271815
262,-4.10E-02,3.30E-02,3.65E-02,6.69E-03,-7.17E-02,-1.55E-01,-2.45E-02,-5.97E-02,-4.51E-02,5.65E-03,-1.23E-02,-3.17E-02,1.92E-02,-4.42E-02,-2.66E-02,-4.78E+01,0.062236,0.473151,0.002557,-0.128305,0.004293,0.280705
263,-1.57E-01,-7.18E-02,-4.83E-02,1.88E-02,-1.07E-02,-9.64E-03,-9.12E-02,-2.63E-02,-8.59E-02,-3.74E-02,-6.97E-02,-2.21E-03,3.98E-04,-4.94E-03,1.17E-02,-2.41E+01,0.06125,0.425121,-0.006349,-0.106714,0.010817,0.266309
264,-1.32E-01,-1.44E-01,-1.34E-01,-3.56E-02,-7.65E-03,-6.06E-02,-9.13E-02,-2.35E-02,-4.25E-02,-9.74E-03,1.15E-02,-6.59E-02,1.98E-02,-5.27E-02,-2.17E-02,-4.42E+01,0.061161,0.437931,0.003069,-0.11492,0.004502,0.259194
265,-9.33E-02,-6.05E-02,-1.31E-01,-1.87E-01,-1.40E-01,-1.45E-01,7.85E-03,-7.67E-02,-8.47E-02,-3.32E-02,-6.80E-02,-1.51E-02,1.86E-02,-3.31E-02,1.53E-02,-2.74E+01,0.059258,0.391929,0.002764,-0.100941,0.002728,0.234487
266,-1.39E-01,-1.12E-01,1.96E-02,-1.38E-01,-1.09E-01,-1.51E-01,-7.89E-02,-9.65E-02,-4.20E-02,-1.65E-03,1.08E-02,-1.31E-02,1.58E-02,-2.50E-03,-1.74E-02,-3.81E+01,0.061997,0.451191,0.000243,-0.119941,0.006082,0.274566
267,-1.59E-02,-7.60E-02,-4.40E-02,-1.78E-01,4.07E-02,-6.44E-02,-2.57E-02,-1.86E-02,-8.22E-02,-7.36E-02,-1.10E-02,7.51E-03,-1.51E-02,-5.88E-02,-3.51E-02,-2.98E+01,0.0626,0.427102,-0.003619,-0.106988,0.009087,0.263276
268,-1.33E-01,-3.69E-02,1.26E-02,9.68E-03,4.81E-02,-1.21E-01,-1.03E-03,-6.68E-02,-1.08E-01,6.44E-03,-2.93E-02,-2.73E-02,-4.62E-02,-1.98E-02,-2.32E-02,-2.13E+01,0.058947,0.384628,-0.002294,-0.092397,0.006065,0.233062
269,4.12E-02,-5.08E-02,1.45E-02,-1.70E-01,-1.10E-01,-1.04E-02,-2.51E-02,-6.43E-02,-6.50E-02,-4.58E-03,3.90E-03,5.28E-03,-5.08E-02,-3.92E-02,-2.12E-02,-2.95E+01,0.062914,0.445153,-0.006836,-0.112189,0.011635,0.278201
270,-1.36E-01,-1.38E-01,-1.88E-01,-1.17E-01,-8.59E-02,-1.97E-01,-9.76E-03,2.71E-04,-2.76E-02,-1.95E-02,-5.68E-02,3.43E-03,1.40E-02,-1.45E-02,-1.03E-02,-2.76E+01,0.059671,0.424348,0.001252,-0.111476,0.004277,0.262048
271,-1.85E-01,-9.88E-02,-1.79E-01,-1.05E-01,-1.34E-01,2.61E-02,-1.96E-02,-4.67E-02,-7.50E-02,-7.86E-02,-7.42E-02,-2.10E-02,-1.44E-02,-3.40E-02,1.36E-02,-4.53E+01,0.063953,0.431975,0.004239,-0.115802,0.005375,0.255654
272,-9.49E-02,1.99E-02,-1.45E-01,-1.50E-01,-1.96E-01,-9.26E-02,-7.29E-02,-9.99E-02,-9.86E-02,-1.35E-02,-4.30E-02,-5.78E-02,-5.44E-03,-1.31E-02,2.58E-03,-3.49E+01,0.060755,0.374239,0.006061,-0.094966,0.000738,0.213561
273,-5.59E-03,-1.96E-01,-1.60E-01,-7.91E-02,-1.06E-01,-1.60E-01,-7.36E-02,8.01E-03,-5.30E-03,-6.22E-02,-2.03E-02,-2.60E-02,-5.07E-02,-3.26E-02,-4.70E-03,-3.42E+01,0.064069,0.429682,0.000894,-0.111144,0.006203,0.262885
274,-1.13E-01,-6.37E-02,-1.73E-01,4.66E-02,4.37E-02,2.65E-02,-7.34E-03,-1.01E-01,-3.74E-02,-6.72E-02,-4.18E-02,1.79E-02,-6.66E-03,1.43E-02,-5.35E-02,-4.21E+01,0.064676,0.473135,-0.00096,-0.126433,0.008464,0.289734
275,-1.00E-01,-1.08E-01,-1.87E-01,-5.87E-02,-6.07E-02,-3.73E-02,-4.41E-02,-6.85E-02,-4.77E-03,-7.01E-02,-2.17E-02,1.47E-02,6.80E-03,-5.70E-02,-4.56E-02,-3.78E+01,0.064986,0.459071,-0.001088,-0.120187,0.008695,0.284252
276,-1.40E-02,-1.93E-01,-3.69E-02,-1.29E-01,-3.33E-02,-1.36E-01,-1.16E-01,-3.18E-02,-2.37E-02,-1.48E-02,-6.85E-02,1.54E-02,1.90E-02,-5.22E-02,-4.31E-02,-3.52E+01,0.064037,0.446662,-0.001277,-0.11521,0.007924,0.275683
277,-1.55E-01,-2.97E-02,-1.77E-01,-4.15E-02,-9.07E-02,-1.13E-02,1.84E-02,-2.82E-02,-6.03E-02,-7.90E-02,9.33E-03,-4.62E-02,-4.80E-02,-5.99E-02,1.86E-02,-3.81E+01,0.063105,0.424832,0.001006,-0.109351,0.006703,0.255055
278,1.37E-02,-1.80E-01,-1.69E-01,-1.75E-01,-1.76E-01,-1.75E-01,-5.41E-02,-9.88E-02,-5.20E-02,-3.45E-02,-5.12E-02,-2.28E-02,-4.92E-03,-4.18E-02,-6.96E-03,-2.92E+01,0.060543,0.385107,0.00426,-0.098799,0.001763,0.22832
279,3.35E-02,5.48E-03,-1.33E-01,-1.64E-01,-7.41E-02,-1.08E-01,-6.15E-02,-9.66E-02,-7.86E-02,5.04E-03,-2.21E-02,-7.67E-02,-2.87E-03,-5.01E-02,-3.40E-02,-4.31E+01,0.061284,0.382722,0.008401,-0.096719,-0.0006,0.214447
280,4.75E-02,-1.46E-01,-5.53E-03,-5.02E-02,6.84E-03,-1.71E-01,-5.76E-02,-6.18E-02,-3.76E-02,-2.67E-02,-1.48E-02,-9.77E-03,-3.57E-02,-3.24E-02,1.94E-02,-3.63E+01,0.063989,0.449137,-0.000549,-0.117909,0.006665,0.274293
281,1.27E-02,-1.84E-01,-3.65E-03,-6.85E-02,-1.13E-02,-1.40E-04,2.20E-03,1.87E-02,-5.68E-03,-9.76E-03,-7.28E-02,5.08E-03,-4.88E-02,4.65E-03,-5.68E-02,-4.97E+01,0.065954,0.522011,-0.00329,-0.141917,0.011836,0.322622
282,-2.61E-02,-1.35E-01,-1.77E-02,-1.39E-01,-8.48E-02,2.39E-02,-2.03E-02,-1.15E-01,-1.25E-02,-1.34E-02,1.63E-03,-7.62E-02,1.71E-02,-4.22E-02,-1.71E-02,-4.61E+01,0.063306,0.456384,-0.001165,-0.118578,0.008716,0.274286
283,-1.36E-02,-8.88E-02,-1.58E-01,-2.04E-02,-1.45E-01,1.49E-04,-2.88E-02,-4.15E-02,-1.02E-01,1.42E-02,-4.84E-02,6.82E-03,-3.36E-03,-5.97E-03,-3.56E-03,-4.64E+01,0.06143,0.458972,0.003763,-0.127465,0.003312,0.269766
284,-2.78E-02,-1.99E-01,-2.15E-02,-2.49E-02,1.14E-02,-5.60E-02,-4.75E-02,-9.42E-03,-9.69E-02,8.08E-03,-1.17E-02,-4.57E-02,-8.48E-03,-1.43E-02,-2.51E-02,-2.12E+01,0.057985,0.392235,-0.003917,-0.094462,0.007328,0.240182
285,-5.17E-02,-4.87E-02,4.54E-02,-6.09E-02,-9.95E-02,-1.65E-01,-4.16E-02,-1.12E-01,-1.87E-02,-9.49E-03,-3.04E-02,-1.63E-02,-8.08E-03,1.38E-02,-3.98E-03,-3.39E+01,0.063084,0.450234,-0.002272,-0.117143,0.007799,0.27743
286,1.16E-02,9.79E-03,-2.04E-02,-1.59E-01,-1.43E-01,-1.33E-02,-1.06E-01,5.16E-03,-4.79E-02,-5.71E-02,-5.26E-02,-3.52E-02,-4.35E-02,-4.64E-02,7.56E-03,-3.31E+01,0.065278,0.42881,-0.005007,-0.105948,0.011367,0.263976
287,-2.19E-02,-1.53E-01,3.19E-02,-4.93E-03,-1.89E-01,3.31E-02,-5.78E-02,-7.09E-02,-9.09E-02,-7.68E-02,-4.30E-03,-5.38E-02,-3.08E-02,-5.94E-02,-1.48E-03,-2.51E+01,0.06291,0.394649,-0.005936,-0.093794,0.010885,0.241127
288,3.95E-02,-1.14E-01,-9.78E-02,-1.51E-01,-1.43E-01,-2.57E-02,1.80E-02,-8.24E-02,-3.88E-02,-5.98E-02,1.71E-02,-6.42E-02,1.15E-02,-5.15E-02,2.06E-03,-4.85E+01,0.062336,0.454455,0.003137,-0.122952,0.004843,0.267907
289,-1.58E-01,2.81E-04,-5.94E-02,-1.56E-01,-5.56E-02,-9.18E-02,1.89E-03,-5.49E-02,-1.89E-02,-1.69E-02,-4.69E-02,-5.99E-02,-8.65E-03,-4.94E-02,-4.28E-02,-4.30E+01,0.062964,0.434209,0.002151,-0.110766,0.006155,0.259626
290,-4.41E-02,-6.92E-02,-6.67E-02,-1.77E-01,-1.63E-02,-8.14E-02,-7.96E-02,-6.74E-02,-2.12E-02,-2.78E-02,-1.72E-02,-2.16E-02,-3.53E-02,-1.34E-02,-3.31E-02,-4.08E+01,0.064281,0.452134,-0.000311,-0.117812,0.007739,0.275367
291,-6.84E-02,-1.39E-01,-2.44E-02,-1.72E-01,-1.38E-01,-1.69E-01,1.67E-02,-1.08E-01,1.55E-02,-6.19E-02,-4.07E-02,-4.30E-02,-9.50E-03,3.16E-03,-5.85E-02,-4.32E+01,0.064427,0.442111,0.003424,-0.115487,0.005263,0.26633
292,-3.35E-02,-2.61E-02,-1.78E-01,-3.71E-02,-9.02E-02,-1.84E-01,-5.98E-02,-2.92E-02,-6.88E-02,-7.89E-02,1.67E-02,-3.70E-02,-4.22E-02,-5.07E-02,-2.40E-02,-4.47E+01,0.063062,0.413817,0.009381,-0.11073,-0.000803,0.238281
293,-1.26E-01,-9.19E-02,-1.64E-01,-1.20E-01,-1.01E-01,-4.47E-02,1.30E-02,-8.20E-02,-9.87E-02,7.67E-03,1.47E-02,-7.44E-02,-4.27E-02,4.47E-04,-2.99E-02,-3.37E+01,0.058826,0.374846,0.004753,-0.093015,0.001698,0.215083
294,-1.62E-01,-1.72E-01,-1.88E-02,-5.72E-02,3.15E-02,3.94E-02,1.72E-03,3.12E-03,-5.40E-02,8.75E-03,-5.77E-02,-6.70E-02,-1.71E-02,-4.74E-02,-1.14E-02,-4.52E+01,0.06289,0.44991,-0.001181,-0.115221,0.009623,0.270295
295,-1.27E-01,-1.62E-01,-9.22E-03,1.29E-02,-6.61E-02,-1.66E-02,-7.55E-02,-6.57E-02,-4.57E-02,-1.59E-02,-3.51E-02,-5.27E-02,5.43E-03,-4.47E-02,-2.61E-02,-2.38E+01,0.060813,0.405041,-0.005864,-0.096826,0.0105,0.250888
296,-3.21E-02,-3.72E-02,-9.70E-02,-1.47E-01,-1.95E-01,-7.81E-02,-1.03E-01,-1.16E-01,-9.60E-02,-4.70E-02,-4.14E-02,-2.63E-02,-4.74E-02,-5.03E-02,-8.08E-03,-2.61E+01,0.061751,0.371748,0.0011,-0.091144,0.004678,0.220266
297,-1.95E-01,-1.24E-01,-3.19E-02,-2.29E-02,9.25E-04,-8.70E-02,-1.18E-01,-3.37E-02,-2.71E-02,-7.32E-02,-7.87E-02,-1.92E-02,-5.64E-02,-4.66E-02,-4.39E-02,-2.65E+01,0.064411,0.40434,-0.004348,-0.096399,0.010901,0.250761
298,-1.05E-01,-1.60E-01,2.49E-03,-7.96E-05,-9.70E-02,-1.71E-01,-1.97E-03,-1.18E-01,2.04E-03,-5.36E-02,-7.39E-02,-3.30E-02,8.14E-04,-3.51E-02,2.65E-03,-4.77E+01,0.065071,0.458496,0.004707,-0.124257,0.004603,0.273719
299,-1.14E-02,-2.00E-01,4.13E-02,-9.60E-02,-8.40E-02,-9.40E-02,4.01E-05,-9.91E-02,-3.47E-02,-3.71E-03,-1.13E-02,-4.82E-03,-8.83E-04,-4.74E-04,-4.37E-02,-3.27E+01,0.062162,0.448647,-0.00377,-0.115019,0.009048,0.278127
300,-7.77E-03,-1.21E-01,4.44E-02,-3.62E-02,3.95E-02,-1.95E-01,1.22E-03,1.85E-02,-7.23E-02,-4.21E-02,-4.88E-02,-1.61E-02,-2.47E-02,-2.86E-02,-5.12E-02,-4.89E+01,0.063382,0.462857,0.005424,-0.125577,0.003028,0.272989
301,2.19E-02,-2.83E-02,-1.88E-03,-1.74E-01,-1.76E-01,-1.39E-01,-8.35E-02,-9.26E-02,1.29E-02,6.17E-04,-3.53E-02,-2.80E-02,-4.59E-02,-2.31E-02,1.35E-03,-4.98E+01,0.0653,0.481302,0.002489,-0.131675,0.006215,0.289261
302,6.94E-03,1.87E-02,-7.06E-02,-9.75E-02,-9.83E-02,-1.52E-01,1.58E-02,1.93E-02,-5.67E-02,-1.63E-02,-5.80E-02,-7.44E-03,-5.21E-02,-3.29E-02,-5.16E-02,-3.58E+01,0.062703,0.426905,0.001355,-0.108663,0.005083,0.257124
303,-1.01E-01,2.56E-02,-1.62E-01,4.62E-02,-1.83E-01,1.61E-02,-2.70E-02,-5.60E-02,9.92E-03,-6.48E-02,-6.41E-02,-1.24E-04,1.31E-02,-3.60E-02,3.17E-04,-4.24E+01,0.066202,0.484658,-0.002509,-0.129699,0.010152,0.300271
304,1.90E-02,-1.64E-01,-1.22E-01,-8.68E-02,3.77E-02,-3.92E-02,-1.18E-01,-1.07E-01,-3.67E-03,-6.87E-02,-4.01E-02,-4.68E-02,-3.33E-02,-5.66E-02,-3.28E-02,-2.38E+01,0.062997,0.398797,-0.005163,-0.094819,0.010255,0.246848
305,-1.60E-01,-1.10E-01,-1.45E-01,2.87E-02,1.28E-02,-1.22E-01,6.87E-03,-2.15E-02,-1.06E-01,-5.16E-02,8.28E-03,-1.86E-02,-5.02E-03,-3.15E-02,-4.35E-02,-3.56E+01,0.060135,0.406773,0.004875,-0.105319,0.001627,0.238817
306,2.37E-02,-1.33E-01,4.93E-03,-9.34E-02,-1.01E-01,2.36E-02,-3.75E-02,-3.33E-02,-5.36E-02,-2.95E-02,-6.33E-02,1.42E-02,-2.98E-02,-5.49E-02,-5.34E-03,-3.45E+01,0.065369,0.456108,-0.006365,-0.115943,0.012668,0.284591
307,-1.95E-01,2.35E-03,2.44E-02,-1.26E-01,-1.17E-01,3.42E-02,-7.68E-02,-3.86E-03,-8.90E-02,-5.10E-02,-7.60E-02,-3.76E-02,-3.94E-03,-4.85E-02,-2.24E-02,-3.87E+01,0.064996,0.418421,-0.002299,-0.102941,0.010131,0.251988
308,-1.93E-01,-1.22E-01,4.11E-02,-5.50E-02,-6.90E-02,1.68E-02,-1.19E-01,-4.79E-02,-5.17E-02,-5.43E-02,-2.82E-02,-3.21E-02,3.50E-03,-5.09E-02,-1.86E-02,-2.04E+01,0.061393,0.41187,-0.009753,-0.097635,0.014021,0.261305
309,-7.67E-02,-6.57E-02,-1.55E-01,-1.51E-01,2.25E-02,-1.61E-01,-2.52E-02,-8.86E-02,-1.06E-01,-5.31E-02,-4.98E-02,1.09E-02,-1.07E-02,7.12E-03,-4.49E-02,-2.11E+01,0.058062,0.372775,0.002155,-0.092978,0.002115,0.223732
310,-1.23E-01,-1.85E-02,-1.23E-01,-7.56E-02,1.79E-02,-4.89E-02,-5.06E-02,-1.48E-03,-2.04E-02,-1.06E-02,-4.50E-02,-2.91E-02,-5.32E-02,9.00E-03,-5.59E-02,-2.95E+01,0.062369,0.430331,-0.004452,-0.106114,0.009996,0.26708
311,-8.79E-02,2.71E-02,4.72E-02,-1.67E-01,-1.84E-01,-1.76E-01,-2.86E-03,-3.16E-02,1.19E-02,-3.52E-02,-4.94E-02,5.80E-03,2.09E-03,-3.88E-02,-1.41E-02,-3.63E+01,0.064909,0.473939,-0.003522,-0.124055,0.010145,0.296997
312,-1.17E-01,-1.62E-01,3.32E-02,-5.15E-02,-1.28E-01,-1.51E-01,-3.30E-02,-1.11E-02,-9.90E-02,-1.17E-02,-6.30E-02,-3.38E-03,-3.79E-02,-2.55E-02,-1.50E-02,-4.82E+01,0.063204,0.445184,0.006646,-0.1218,0.002359,0.26
313,-1.54E-01,-6.56E-02,-7.23E-02,-8.24E-02,-1.48E-01,2.83E-02,6.27E-03,-1.11E-01,-6.14E-02,-5.47E-04,-3.08E-02,-6.01E-02,-2.81E-02,-1.01E-02,-5.42E-02,-4.64E+01,0.062409,0.424554,0.003388,-0.10936,0.005308,0.248206
314,-1.56E-01,8.33E-03,-1.90E-01,-8.48E-02,5.47E-03,-1.29E-01,-9.07E-02,1.00E-02,-1.15E-01,-6.92E-02,-7.81E-02,-6.27E-02,-2.15E-02,-2.93E-02,-3.26E-02,-4.55E+01,0.062579,0.369497,0.012299,-0.094959,-0.002381,0.203746
315,-5.35E-02,-1.67E-01,-9.19E-02,-9.21E-02,-3.80E-02,-1.36E-01,-8.81E-02,-1.34E-02,-3.62E-02,-1.05E-02,-4.99E-03,-9.60E-03,-4.61E-02,1.19E-02,1.32E-02,-3.41E+01,0.062406,0.45117,-0.001078,-0.119677,0.007152,0.278236
316,-8.65E-02,-5.67E-02,-1.71E-01,-9.85E-02,-1.53E-02,1.97E-03,-1.00E-01,-1.16E-01,-3.24E-02,-7.33E-02,-3.24E-02,-4.84E-02,-5.36E-02,-1.85E-02,-2.49E-02,-3.11E+01,0.064013,0.400732,-0.001745,-0.097669,0.008489,0.242532
317,1.42E-02,-1.24E-01,-1.14E-01,4.27E-02,-1.66E-01,-9.37E-02,9.83E-03,-1.73E-02,-6.16E-02,1.08E-02,6.01E-03,-2.46E-02,-1.31E-02,-4.51E-02,-3.13E-02,-4.74E+01,0.060921,0.463176,0.004553,-0.127137,0.002436,0.272678
318,-1.32E-01,-1.95E-01,2.61E-02,-1.02E-01,-8.80E-02,-2.41E-02,-1.58E-02,-6.97E-02,-4.87E-02,-6.67E-02,5.94E-03,-1.28E-02,1.47E-02,6.60E-03,-6.21E-03,-2.43E+01,0.061083,0.438702,-0.007927,-0.11048,0.012437,0.27904
319,-1.83E-03,-4.95E-02,-1.05E-01,-1.32E-01,-1.32E-01,-1.99E-01,-2.33E-02,-7.80E-02,-1.32E-03,-5.73E-02,-2.72E-03,-5.85E-02,-2.24E-03,1.50E-02,3.91E-03,-2.14E+01,0.058985,0.399552,-0.001538,-0.099913,0.005449,0.246887
320,-1.89E-02,-6.70E-02,-1.70E-01,-1.90E-01,2.71E-02,2.20E-02,-3.23E-03,-3.72E-02,-1.56E-02,-1.55E-02,-8.36E-03,1.91E-02,5.68E-03,-4.03E-02,-9.18E-03,-4.50E+01,0.063746,0.515937,-0.003148,-0.14278,0.010061,0.319757
321,-1.49E-01,-5.25E-02,-9.59E-02,-4.59E-02,-1.81E-01,-1.94E-02,-5.11E-02,-8.30E-02,-1.13E-02,3.71E-04,-4.66E-02,-3.50E-02,1.25E-02,-3.20E-02,-7.96E-04,-2.72E+01,0.061229,0.430472,-0.005105,-0.108183,0.010143,0.269066
322,-3.62E-02,-1.17E-01,-1.20E-01,-2.76E-02,-1.91E-01,-4.58E-02,-6.72E-03,-8.59E-02,1.65E-02,-6.89E-02,-5.53E-02,-5.73E-02,-1.34E-02,8.63E-03,9.61E-03,-3.47E+01,0.064507,0.434153,-0.002078,-0.110561,0.008882,0.266617
323,-1.73E-02,-2.53E-02,3.54E-03,-1.95E-01,8.05E-03,-1.53E-01,-9.73E-02,-5.33E-02,-7.82E-02,-2.92E-02,1.80E-02,-1.78E-02,-1.00E-02,-1.62E-02,-4.68E-02,-3.85E+01,0.062539,0.430468,0.00175,-0.111388,0.004637,0.256955
324,-1.42E-01,-2.69E-02,-1.99E-01,-1.34E-01,-4.59E-02,-1.74E-01,-6.45E-02,-1.45E-02,-2.38E-02,-2.43E-02,1.91E-02,-7.28E-02,4.50E-03,-9.78E-03,1.58E-02,-3.86E+01,0.060353,0.426413,0.00438,-0.113179,0.002309,0.253117
325,-8.74E-02,3.69E-02,-1.82E-01,-1.52E-01,3.20E-02,-5.97E-02,-7.44E-02,-8.81E-02,-4.12E-02,-6.89E-03,-6.99E-02,4.17E-03,-2.94E-02,-3.88E-02,-1.14E-02,-3.47E+01,0.063102,0.432366,-0.00052,-0.111547,0.006927,0.26325
326,-1.58E-01,2.41E-02,-2.45E-02,-8.93E-02,-2.24E-03,-1.92E-02,-1.10E-01,-2.19E-02,-7.61E-02,-7.44E-02,-6.18E-02,6.23E-03,-1.52E-02,1.82E-02,-6.02E-03,-4.29E+01,0.065822,0.463339,-0.001312,-0.123378,0.00921,0.282124
327,-5.73E-02,-1.13E-03,-1.92E-01,-9.49E-03,-1.50E-01,-3.03E-02,-5.30E-02,-1.62E-02,-1.04E-01,-5.89E-03,-4.29E-02,-4.88E-02,-3.68E-02,-4.45E-02,-3.70E-04,-3.60E+01,0.061154,0.387764,0.004141,-0.097667,0.002585,0.223852
328,-6.09E-02,-1.22E-01,-1.65E-01,-1.86E-01,-1.94E-02,1.07E-02,-1.20E-01,-9.10E-02,-7.78E-02,-6.53E-02,-7.90E-02,-3.39E-02,-4.99E-02,-2.62E-02,-9.64E-03,-2.22E+01,0.061128,0.372411,-0.002861,-0.08888,0.008175,0.225875
329,-1.81E-01,-1.89E-02,-2.00E-01,-1.95E-01,9.50E-03,-1.25E-01,-7.07E-02,-8.66E-03,-1.04E-01,-8.59E-03,1.34E-02,-1.03E-02,-5.54E-02,-1.78E-02,-1.92E-02,-4.53E+01,0.060633,0.432113,0.007937,-0.118965,0.000234,0.250792
330,-1.45E-01,4.95E-02,-1.06E-01,7.92E-03,-6.24E-02,-1.45E-01,-8.75E-02,-3.55E-02,-6.30E-02,-1.90E-02,-2.09E-02,-2.98E-02,-3.46E-02,-2.99E-02,1.70E-02,-3.66E+01,0.062381,0.424623,0.00242,-0.110765,0.004114,0.253336
331,1.72E-02,4.64E-02,-1.96E-01,-7.33E-02,3.63E-02,-4.05E-02,-7.93E-02,1.50E-02,-1.37E-02,9.67E-03,1.49E-02,-5.91E-02,-5.18E-02,6.54E-03,3.36E-03,-3.03E+01,0.061455,0.44633,-0.005018,-0.113636,0.009157,0.276747
332,-4.97E-02,-1.06E-01,1.59E-03,-9.06E-02,-5.76E-02,-1.05E-01,-9.84E-02,-3.61E-03,-7.00E-02,-4.32E-02,-1.09E-03,-4.39E-02,-2.91E-02,-1.05E-02,1.25E-02,-3.22E+01,0.062371,0.424922,-0.002084,-0.107946,0.007814,0.258611
333,-7.76E-02,-1.95E-01,-8.71E-02,-8.42E-02,-1.54E-01,3.49E-02,-1.31E-02,-7.71E-02,-4.16E-02,1.62E-02,-6.67E-03,-5.94E-03,-5.54E-02,-2.33E-02,-2.10E-02,-4.11E+01,0.063439,0.46398,-0.001934,-0.122763,0.009342,0.284077
334,-7.99E-02,-5.50E-02,-1.03E-01,-3.28E-02,-9.22E-02,-1.22E-01,-6.74E-02,-1.00E-01,-1.11E-02,-2.69E-02,-5.79E-02,-1.02E-02,-5.14E-02,1.49E-02,-4.73E-02,-4.05E+01,0.06487,0.438823,0.002392,-0.114341,0.005575,0.264759
335,-1.38E-01,4.88E-02,-1.86E-01,9.06E-04,-1.25E-01,-3.12E-02,-4.66E-03,-9.17E-02,-1.17E-01,-3.58E-02,-3.80E-02,-7.59E-03,-4.43E-02,-3.47E-02,3.71E-03,-4.96E+01,0.062653,0.431579,0.009127,-0.11987,0.000194,0.245706
336,-6.72E-03,-1.04E-01,6.57E-03,-1.62E-01,-1.35E-01,-6.27E-02,-4.13E-02,-2.04E-02,-9.16E-02,1.71E-02,3.66E-03,2.17E-03,1.93E-02,-5.48E-02,-1.95E-02,-3.15E+01,0.060457,0.439736,-0.003029,-0.113489,0.007777,0.270277
337,-9.11E-02,-1.16E-01,-1.53E-01,-1.41E-01,4.29E-02,-1.61E-01,-1.24E-02,-6.90E-02,-1.74E-02,-3.29E-03,-2.54E-02,-4.45E-02,-3.49E-02,-8.07E-03,6.10E-03,-4.79E+01,0.061654,0.458375,0.006004,-0.126432,0.00226,0.270568
338,-7.54E-02,-1.07E-01,-2.72E-04,-1.36E-01,-1.70E-01,9.97E-03,-7.72E-02,6.49E-03,-1.01E-01,3.72E-03,1.97E-02,6.89E-04,-2.01E-02,1.17E-03,-2.44E-02,-4.56E+01,0.062472,0.476088,-0.000723,-0.129864,0.007743,0.286598
339,1.15E-03,-2.45E-02,-1.07E-01,-7.74E-02,-7.81E-02,7.13E-03,-6.70E-02,1.27E-02,-6.46E-02,-3.55E-02,-3.87E-03,-7.01E-02,1.14E-03,-2.78E-03,-5.61E-02,-4.40E+01,0.06215,0.432263,0.001244,-0.11049,0.005907,0.255151
340,-2.90E-03,-4.59E-02,2.98E-02,-1.83E-01,3.28E-02,-1.06E-01,-8.59E-02,-4.27E-02,4.12E-03,-5.61E-02,2.19E-03,-7.17E-02,-2.78E-02,-5.97E-02,5.99E-03,-2.93E+01,0.064226,0.431677,-0.006481,-0.105109,0.011911,0.269068
